"period_year" "period_no" "period_week" "item_no" "u_sales"
"45480" 2013 2 7 10789 2
"45481" 2015 1 3 46987 7
"45482" 2014 3 11 76564 3
"45483" 2014 1 1 8184 2
"45484" 2014 1 4 30114 5
"45485" 2014 3 12 51204 50
"45486" 2015 2 6 10937 10
"45487" 2013 1 1 9346 5
"45488" 2013 1 5 10049 209
"45489" 2014 2 8 8784 27
"45490" 2014 1 2 31703 243
"45491" 2013 1 2 17027 14
"45492" 2013 3 10 15435 49
"45493" 2014 3 11 9989 43
"45494" 2015 3 12 75511 224
"45495" 2014 2 8 9780 1
"45496" 2015 1 3 8945 59
"45497" 2014 1 1 15028 3
"45498" 2014 3 11 35322 22
"45499" 2015 3 10 48255 8
"45500" 2015 1 4 8809 317
"45501" 2014 1 2 9247 10
"45502" 2015 1 5 15016 36
"45503" 2013 2 8 9837 740
"45504" 2015 3 11 74628 2
"45505" 2015 2 8 31638 35
"45506" 2015 1 2 8085 1
"45507" 2014 1 1 11696 105
"45508" 2014 1 4 11986 4
"45509" 2015 1 2 53140 9
"45510" 2015 3 10 8822 27
"45511" 2015 2 8 9769 354
"45512" 2014 1 1 19333 5
"45513" 2014 1 4 16002 1
"45514" 2013 3 11 11941 57
"45515" 2013 1 1 54401 500
"45516" 2015 1 2 15350 1
"45517" 2013 1 4 15329 1
"45518" 2015 1 2 8901 5
"45519" 2014 2 6 8899 15
"45520" 2014 2 8 31672 198
"45521" 2014 3 12 58337 100
"45522" 2014 3 10 17210 3
"45523" 2014 3 10 21117 2
"45524" 2013 1 4 34021 5
"45525" 2014 1 3 16353 2
"45526" 2014 1 3 48999 234
"45527" 2015 1 3 11882 31
"45528" 2015 2 9 60527 2
"45529" 2014 1 2 7544 2
"45530" 2015 3 12 8312 49
"45531" 2013 2 7 75051 1
"45532" 2014 1 4 76331 109
"45533" 2014 1 3 1139 4
"45534" 2013 3 10 10795 24
"45535" 2013 3 10 9667 20
"45536" 2013 3 11 50690 1461
"45537" 2014 1 2 8935 3
"45538" 2015 1 4 49009 30
"45539" 2015 2 8 41648 46
"45540" 2013 2 8 8137 4
"45541" 2014 3 11 74755 10
"45542" 2015 1 5 15328 3
"45543" 2014 2 8 9096 142
"45544" 2014 1 5 12820 2
"45545" 2014 2 7 39912 18
"45546" 2013 1 4 20473 12
"45547" 2014 1 1 9177 3
"45548" 2015 1 3 48965 312
"45549" 2015 1 3 92437 1
"45550" 2014 3 11 12614 228
"45551" 2014 1 3 52248 1
"45552" 2013 1 3 8043 1
"45553" 2013 2 6 41293 56
"45554" 2015 2 7 8202 152
"45555" 2013 1 5 8240 8
"45556" 2015 1 2 49519 24
"45557" 2015 3 12 79444 1
"45558" 2014 3 11 11200 254
"45559" 2013 2 9 15051 -2
"45560" 2015 2 8 44141 600
"45561" 2015 3 12 8203 1884
"45562" 2013 1 2 12327 74
"45563" 2015 1 4 6579 43
"45564" 2015 3 12 18382 13
"45565" 2015 1 1 52280 12
"45566" 2015 2 6 19619 19
"45567" 2013 1 5 9763 16
"45568" 2015 3 10 74870 4
"45569" 2013 2 9 44783 5595
"45570" 2015 3 10 11627 4
"45571" 2015 1 4 11926 315
"45572" 2015 1 2 10315 2
"45573" 2015 1 3 11066 57
"45574" 2013 3 12 12094 15
"45575" 2014 3 11 8598 6
"45576" 2014 2 9 9249 14
"45577" 2015 3 10 92291 10
"45578" 2015 1 4 50532 10
"45579" 2013 2 8 12860 14
"45580" 2013 2 9 8576 54
"45581" 2014 2 6 15325 2
"45582" 2014 3 11 48930 1
"45583" 2014 1 2 74720 36
"45584" 2015 2 7 17061 5
"45585" 2013 3 11 11234 20
"45586" 2013 2 6 34160 13
"45587" 2013 3 11 48257 1
"45588" 2014 2 8 11901 11
"45589" 2015 3 11 31634 40
"45590" 2014 2 6 47001 87
"45591" 2013 2 6 35179 675
"45592" 2015 2 9 8290 9
"45593" 2013 1 4 8087 3
"45594" 2014 2 9 19943 54
"45595" 2013 2 8 12044 2
"45596" 2014 2 7 30188 80
"45597" 2015 3 12 8000 4
"45598" 2013 3 10 10374 1
"45599" 2013 3 11 8137 7
"45600" 2014 3 11 30112 50
"45601" 2015 3 10 76078 7
"45602" 2014 3 12 51808 243
"45603" 2013 3 12 8078 45
"45604" 2014 3 10 8923 68
"45605" 2013 1 3 10954 3
"45606" 2014 2 7 11860 46
"45607" 2014 2 6 9294 20
"45608" 2014 1 5 33318 2
"45609" 2013 1 5 17085 3181
"45610" 2015 2 6 39805 250
"45611" 2014 1 1 92277 81
"45612" 2013 1 5 9946 1
"45613" 2013 2 8 10338 5
"45614" 2015 1 2 27421 1
"45615" 2014 1 3 8902 10
"45616" 2013 2 7 10795 32
"45617" 2013 2 9 30468 66
"45618" 2014 3 12 6026 27
"45619" 2013 1 2 50223 10
"45620" 2014 1 1 8682 26
"45621" 2015 2 9 8293 2
"45622" 2013 3 11 58433 50
"45623" 2014 1 4 30091 0
"45624" 2014 1 4 8843 1133
"45625" 2015 2 7 8073 2
"45626" 2014 1 1 10909 1
"45627" 2015 2 6 11985 45
"45628" 2015 1 3 10966 5
"45629" 2014 1 1 8284 67
"45630" 2014 1 3 37060 88
"45631" 2015 1 5 8561 39
"45632" 2014 1 3 58308 60
"45633" 2015 3 11 13011 233
"45634" 2014 1 3 9792 34
"45635" 2015 3 10 12732 1
"45636" 2015 2 8 20835 60
"45637" 2013 1 3 8727 20
"45638" 2013 1 1 8845 10
"45639" 2013 3 12 58374 52
"45640" 2015 2 7 20293 2
"45641" 2014 2 6 35116 3
"45642" 2013 2 6 12345 57
"45643" 2014 1 1 9910 116
"45644" 2013 1 1 74707 28
"45645" 2015 1 1 74719 1
"45646" 2015 1 4 17047 1
"45647" 2013 1 4 9896 80
"45648" 2014 2 7 4383 7
"45649" 2013 1 3 11063 20
"45650" 2014 1 4 74705 4
"45651" 2014 1 3 9901 42
"45652" 2013 3 11 52293 35
"45653" 2013 2 9 11616 25
"45654" 2014 3 12 48184 468
"45655" 2015 3 10 6592 184
"45656" 2013 2 6 8229 13
"45657" 2015 3 11 10784 17
"45658" 2015 2 9 58326 821
"45659" 2013 3 10 11084 50
"45660" 2013 2 7 73033 117
"45661" 2015 1 3 31816 2
"45662" 2013 3 12 45602 157
"45663" 2014 1 3 1136 9
"45664" 2014 1 4 9444 27
"45665" 2013 3 11 9425 414
"45666" 2013 1 3 12580 3
"45667" 2014 3 11 7576 41
"45668" 2015 2 6 79447 7
"45669" 2015 2 8 48283 6
"45670" 2015 2 7 34943 185
"45671" 2013 1 4 15146 101
"45672" 2013 3 11 50693 281
"45673" 2015 3 10 11733 22
"45674" 2013 1 3 52282 7
"45675" 2015 3 11 74731 82
"45676" 2013 1 3 31601 400
"45677" 2013 3 10 13709 18
"45678" 2014 1 1 15051 13
"45679" 2013 1 5 31821 300
"45680" 2013 3 11 11025 6
"45681" 2015 1 2 52244 6
"45682" 2014 1 1 10511 1
"45683" 2014 1 5 32368 23
"45684" 2014 3 12 49810 5
"45685" 2015 1 2 92284 23
"45686" 2015 1 4 15049 43
"45687" 2013 1 1 6618 15
"45688" 2013 1 4 10403 -2
"45689" 2015 2 8 9952 95
"45690" 2013 3 10 9375 67
"45691" 2015 1 5 31724 258
"45692" 2013 3 11 44842 1
"45693" 2015 1 3 19333 38
"45694" 2014 1 5 8784 32
"45695" 2014 2 8 8887 28
"45696" 2015 2 8 41651 46
"45697" 2013 1 2 10386 4
"45698" 2014 3 12 7517 5
"45699" 2014 3 10 58329 174
"45700" 2013 1 2 31634 82
"45701" 2014 2 6 31661 4
"45702" 2015 1 5 12076 28
"45703" 2013 2 8 19332 5
"45704" 2015 3 11 8869 255
"45705" 2014 1 2 9851 269
"45706" 2015 2 6 10960 1
"45707" 2013 2 6 48269 4
"45708" 2014 3 10 79036 1
"45709" 2013 1 4 12521 3
"45710" 2014 1 5 32800 3
"45711" 2013 3 12 8679 4
"45712" 2015 3 10 13333 50
"45713" 2015 2 6 31810 24
"45714" 2014 1 4 46968 54
"45715" 2015 2 9 52160 1
"45716" 2015 1 2 11941 105
"45717" 2014 2 9 7517 4
"45718" 2015 3 12 12351 1
"45719" 2015 2 6 18016 40
"45720" 2015 1 5 8249 32
"45721" 2015 1 2 11626 99
"45722" 2013 2 8 52293 9
"45723" 2014 1 5 9411 31
"45724" 2014 3 11 92279 15
"45725" 2013 2 9 52257 -1
"45726" 2015 3 11 9470 6
"45727" 2015 2 6 11069 41
"45728" 2014 1 3 31352 13
"45729" 2014 3 11 10802 1
"45730" 2015 1 2 16140 9
"45731" 2014 1 4 9470 16
"45732" 2015 1 1 11662 1
"45733" 2014 1 5 1127 8
"45734" 2013 1 4 19949 9
"45735" 2013 3 12 52260 14
"45736" 2015 3 11 28491 38
"45737" 2013 1 4 15435 77
"45738" 2015 3 11 19440 3
"45739" 2013 1 3 18382 13
"45740" 2015 3 11 76068 2
"45741" 2013 2 9 8679 5
"45742" 2014 3 11 51841 200
"45743" 2013 3 11 11051 1
"45744" 2015 3 11 9785 80
"45745" 2013 1 5 9345 45
"45746" 2013 1 2 34007 15
"45747" 2015 1 3 18022 4
"45748" 2014 2 8 8598 9
"45749" 2013 1 4 20971 165
"45750" 2015 3 12 74698 78
"45751" 2015 2 8 11266 2
"45752" 2013 1 4 13832 -1
"45753" 2014 2 7 15003 50
"45754" 2013 1 1 20787 18
"45755" 2013 1 2 9184 13
"45756" 2013 1 2 17213 14
"45757" 2015 2 7 17067 807
"45758" 2014 1 5 9096 3
"45759" 2015 1 5 18013 22
"45760" 2015 3 10 8905 57
"45761" 2015 2 7 9699 212
"45762" 2015 2 9 41277 24
"45763" 2015 1 3 11278 3
"45764" 2013 2 8 50690 1798
"45765" 2014 1 5 10410 203
"45766" 2015 3 11 75046 3
"45767" 2015 3 11 1707 2
"45768" 2015 3 12 28143 18
"45769" 2015 1 3 46984 1
"45770" 2013 2 7 9796 5
"45771" 2015 1 4 58398 30
"45772" 2014 1 1 8573 49
"45773" 2015 2 9 54496 100
"45774" 2015 2 7 9902 92
"45775" 2013 3 12 19645 18
"45776" 2014 2 6 8873 124
"45777" 2015 2 7 73646 50
"45778" 2015 1 5 28209 6
"45779" 2015 3 11 19331 39
"45780" 2015 1 2 9399 377
"45781" 2013 1 2 11096 41
"45782" 2015 2 7 9384 39
"45783" 2015 3 10 14647 2
"45784" 2014 2 7 8837 235
"45785" 2013 3 11 25134 6
"45786" 2015 3 10 74767 2
"45787" 2013 1 4 92286 126
"45788" 2013 2 6 13344 2
"45789" 2013 3 12 11616 75
"45790" 2013 2 7 51147 305
"45791" 2013 1 1 7820 1
"45792" 2013 1 3 28060 160
"45793" 2015 1 5 9766 7
"45794" 2015 2 9 48960 6
"45795" 2013 2 7 9169 61
"45796" 2014 3 12 30102 4
"45797" 2013 2 7 9687 36
"45798" 2015 2 9 95031 8
"45799" 2014 2 8 10513 35
"45800" 2015 1 2 19764 27
"45801" 2015 2 7 11926 40
"45802" 2015 2 9 8894 25
"45803" 2014 1 3 13333 6
"45804" 2013 2 8 11048 223
"45805" 2014 1 1 8885 3
"45806" 2013 1 5 11260 6
"45807" 2015 1 3 12171 6
"45808" 2013 2 7 15332 1
"45809" 2015 1 5 15302 13
"45810" 2013 2 8 9339 45
"45811" 2015 3 10 63054 108
"45812" 2014 3 10 31376 100
"45813" 2014 1 5 74778 2
"45814" 2013 1 2 9470 8
"45815" 2015 2 7 47031 3
"45816" 2015 1 2 18370 7
"45817" 2014 2 9 8250 279
"45818" 2014 3 10 18833 1
"45819" 2013 3 12 8055 1
"45820" 2015 1 4 92298 47
"45821" 2014 3 11 8887 64
"45822" 2015 1 1 73299 82
"45823" 2013 2 9 47010 7
"45824" 2014 1 3 6592 3
"45825" 2013 1 5 52296 1
"45826" 2014 1 4 20519 3
"45827" 2013 1 4 13835 4
"45828" 2013 2 8 31609 3
"45829" 2015 2 7 36254 7
"45830" 2014 1 3 92291 5
"45831" 2015 3 10 1534 6
"45832" 2014 3 10 11571 2
"45833" 2013 2 9 8075 7
"45834" 2014 2 6 8089 2
"45835" 2015 3 10 8902 25
"45836" 2015 1 5 18010 166
"45837" 2014 3 12 12973 28
"45838" 2014 3 11 45810 8770
"45839" 2013 1 5 9262 2
"45840" 2013 3 10 49810 24
"45841" 2013 1 4 8983 43
"45842" 2015 1 3 35185 63
"45843" 2013 1 1 10050 3
"45844" 2015 2 6 41717 4
"45845" 2015 2 7 52252 6
"45846" 2015 3 11 30091 14
"45847" 2015 2 6 11962 2
"45848" 2015 3 10 37060 202
"45849" 2015 2 7 16357 8
"45850" 2014 3 11 10513 37
"45851" 2015 1 3 11879 109
"45852" 2013 3 10 34811 1
"45853" 2015 1 3 8653 2
"45854" 2014 1 4 74728 12
"45855" 2014 3 11 45701 300
"45856" 2013 2 8 57431 3
"45857" 2013 1 5 48383 40
"45858" 2015 1 5 93361 1
"45859" 2015 1 5 20420 1
"45860" 2015 3 10 9795 83
"45861" 2015 1 2 10312 2
"45862" 2014 2 6 61840 360
"45863" 2015 1 3 11988 9
"45864" 2013 2 8 9422 1188
"45865" 2013 2 9 71530 220
"45866" 2013 1 3 31598 62
"45867" 2013 2 7 12106 88
"45868" 2015 1 2 8005 4
"45869" 2013 1 3 28063 20
"45870" 2014 3 10 9865 683
"45871" 2014 1 1 10488 1
"45872" 2014 2 9 8851 38
"45873" 2013 2 9 44889 550
"45874" 2015 2 7 17064 2
"45875" 2014 1 1 18022 3
"45876" 2014 2 6 41651 55
"45877" 2014 1 1 11195 17
"45878" 2013 2 8 48357 448
"45879" 2015 1 5 8876 47
"45880" 2013 2 9 96754 5
"45881" 2015 1 3 14793 2
"45882" 2014 2 6 48023 2
"45883" 2014 1 4 48969 21
"45884" 2015 3 12 74987 6
"45885" 2014 3 12 14573 10
"45886" 2015 1 4 48239 1
"45887" 2015 3 11 9762 121
"45888" 2015 1 2 28337 1
"45889" 2014 2 6 8272 10
"45890" 2014 1 4 8528 17
"45891" 2013 2 6 1774 257
"45892" 2015 2 8 8956 54
"45893" 2014 1 5 10407 14
"45894" 2015 3 11 11700 53
"45895" 2013 2 9 18380 18
"45896" 2014 3 12 74719 5
"45897" 2015 3 12 51080 540
"45898" 2015 1 4 50552 5
"45899" 2013 3 10 8771 2144
"45900" 2015 2 8 11864 35
"45901" 2013 3 12 11988 4
"45902" 2015 2 8 44144 1
"45903" 2015 1 3 21537 -1
"45904" 2013 2 7 92283 8
"45905" 2014 2 8 15339 1
"45906" 2013 2 7 21569 1
"45907" 2015 1 5 73138 113
"45908" 2015 2 6 31126 155
"45909" 2013 3 11 5884 9
"45910" 2013 1 3 11979 235
"45911" 2015 1 3 9234 14
"45912" 2014 1 1 19648 8
"45913" 2013 1 4 15037 4
"45914" 2015 1 2 30249 84
"45915" 2015 2 8 15096 232
"45916" 2013 1 1 46970 6
"45917" 2013 2 7 31479 240
"45918" 2013 1 5 50673 46
"45919" 2013 1 2 12905 22
"45920" 2015 1 1 11977 36
"45921" 2013 2 8 11071 4
"45922" 2013 1 3 15096 155
"45923" 2014 1 2 73200 49
"45924" 2013 1 5 19999 73
"45925" 2015 1 5 8564 5
"45926" 2014 1 5 11014 2
"45927" 2015 3 12 58010 2
"45928" 2015 1 2 8088 161
"45929" 2013 2 7 18369 1
"45930" 2014 2 8 7576 73
"45931" 2015 2 7 52278 31
"45932" 2013 3 10 1721 0
"45933" 2013 3 12 9472 26
"45934" 2014 1 3 10396 21
"45935" 2014 1 4 31608 191
"45936" 2013 1 2 11700 28
"45937" 2013 1 4 8090 47
"45938" 2015 2 8 92282 9
"45939" 2014 1 3 72849 23
"45940" 2013 2 7 74742 1
"45941" 2015 3 11 19463 135
"45942" 2014 2 7 8923 110
"45943" 2015 1 1 10351 1
"45944" 2013 2 9 9675 99
"45945" 2013 1 5 10341 1
"45946" 2014 2 6 34913 295
"45947" 2014 2 7 60470 18
"45948" 2013 3 10 9796 3
"45949" 2014 1 3 41491 4
"45950" 2014 3 12 23255 5
"45951" 2014 2 6 58305 180
"45952" 2013 3 10 51147 420
"45953" 2013 1 1 39914 4
"45954" 2013 2 6 14572 3
"45955" 2015 2 8 28492 32
"45956" 2014 3 10 11860 24
"45957" 2013 3 10 31622 2
"45958" 2015 1 2 73369 1893
"45959" 2015 1 5 47001 108
"45960" 2013 1 3 19381 1
"45961" 2013 3 10 45877 1650
"45962" 2013 2 7 8771 2289
"45963" 2013 1 1 12045 98
"45964" 2013 3 10 34021 1
"45965" 2013 1 1 34172 42
"45966" 2014 1 4 8554 2
"45967" 2014 1 4 76328 318
"45968" 2013 2 9 14238 13
"45969" 2013 3 10 10689 3
"45970" 2014 1 4 52086 17
"45971" 2013 2 6 31621 188
"45972" 2015 1 5 15325 3
"45973" 2013 2 6 11060 87
"45974" 2015 2 7 1647 -1
"45975" 2015 3 11 10074 308
"45976" 2014 3 12 52094 76
"45977" 2013 2 7 13334 23
"45978" 2014 2 8 10802 1
"45979" 2015 2 9 10314 3
"45980" 2015 1 4 30867 17
"45981" 2013 3 11 13773 12
"45982" 2015 2 6 31209 650
"45983" 2015 1 5 8850 85
"45984" 2013 1 4 55555 0
"45985" 2014 3 11 9806 2
"45986" 2015 1 4 39978 18
"45987" 2014 2 8 1725 2
"45988" 2014 2 6 50828 50
"45989" 2013 3 10 19766 78
"45990" 2013 1 4 2239 83
"45991" 2015 3 11 76248 11
"45992" 2013 1 2 6556 3
"45993" 2013 2 9 8184 3
"45994" 2013 3 10 20473 12
"45995" 2015 1 4 9825 477
"45996" 2014 3 12 8831 31
"45997" 2015 1 4 12427 84
"45998" 2015 3 11 11986 16
"45999" 2014 2 6 76576 12
"46000" 2015 1 2 8795 1
"46001" 2015 1 5 39945 1
"46002" 2015 2 6 8627 62
"46003" 2015 3 11 74757 1
"46004" 2015 3 12 9411 159
"46005" 2013 1 4 9404 11
"46006" 2015 1 5 41654 14
"46007" 2013 1 2 36632 37
"46008" 2014 2 8 11509 850
"46009" 2013 2 7 1117 1
"46010" 2014 3 12 39926 70
"46011" 2013 1 2 48142 112
"46012" 2013 2 6 52099 2
"46013" 2015 1 4 15046 16
"46014" 2013 2 6 74798 20
"46015" 2013 2 6 12451 36
"46016" 2015 1 4 8803 35
"46017" 2013 3 12 15340 1
"46018" 2013 1 3 18385 58
"46019" 2014 2 9 74719 2
"46020" 2013 1 2 19334 7
"46021" 2014 3 11 31632 86
"46022" 2013 2 7 36511 3
"46023" 2014 2 7 13795 38
"46024" 2013 2 8 10046 50
"46025" 2014 1 2 34262 16
"46026" 2013 1 2 12118 20
"46027" 2013 1 2 45603 9
"46028" 2015 2 7 31671 8
"46029" 2015 3 12 8916 69
"46030" 2013 3 12 71530 205
"46031" 2013 3 11 17211 49
"46032" 2014 2 8 9883 17
"46033" 2013 1 3 58425 2
"46034" 2015 2 9 8187 241
"46035" 2015 2 6 17206 10
"46036" 2014 3 10 9444 52
"46037" 2013 2 6 30413 728
"46038" 2014 3 10 12255 2
"46039" 2013 2 7 10689 2
"46040" 2015 1 5 1113 1
"46041" 2015 1 3 11962 1
"46042" 2015 2 9 36557 8
"46043" 2015 1 4 36546 4
"46044" 2013 2 9 8284 157
"46045" 2014 1 2 8331 2
"46046" 2015 2 6 35185 57
"46047" 2014 2 6 9400 45
"46048" 2014 2 8 41293 66
"46049" 2015 2 9 9398 361
"46050" 2015 2 7 13108 6
"46051" 2014 3 11 32800 1
"46052" 2014 2 9 10560 6
"46053" 2013 1 4 49813 4
"46054" 2015 2 6 11879 111
"46055" 2013 2 8 31632 85
"46056" 2015 2 9 12040 7
"46057" 2014 1 5 15047 99
"46058" 2013 1 1 16353 1
"46059" 2013 2 9 11722 79
"46060" 2015 2 8 19942 24
"46061" 2013 1 3 8621 5
"46062" 2015 1 3 8049 7
"46063" 2015 1 4 5577 1
"46064" 2015 2 8 53138 4
"46065" 2015 2 9 9186 9
"46066" 2015 1 3 1291 2
"46067" 2015 2 9 38260 700
"46068" 2013 2 8 7530 6
"46069" 2014 1 1 34135 93
"46070" 2014 2 7 12856 1
"46071" 2013 2 8 19701 1
"46072" 2015 3 10 21620 2
"46073" 2014 2 8 92293 3
"46074" 2015 3 11 18833 1
"46075" 2014 2 6 13330 46
"46076" 2014 3 11 9096 213
"46077" 2014 2 8 17065 9
"46078" 2013 1 1 14590 1
"46079" 2014 3 12 9249 7
"46080" 2015 1 4 8912 250
"46081" 2013 1 1 12363 9
"46082" 2014 1 2 11159 52
"46083" 2014 2 6 8773 211
"46084" 2015 1 3 9861 28
"46085" 2014 1 4 10074 202
"46086" 2015 1 1 41652 1
"46087" 2014 3 12 73222 5
"46088" 2015 2 6 14793 2
"46089" 2014 3 10 9842 6
"46090" 2015 3 10 76184 7
"46091" 2014 1 3 48023 4
"46092" 2014 2 6 73035 2663
"46093" 2013 1 5 52090 30
"46094" 2014 3 12 11061 12
"46095" 2013 2 8 49196 574
"46096" 2015 3 12 7502 1
"46097" 2015 1 4 11717 30
"46098" 2015 1 3 13791 66
"46099" 2014 2 9 20418 -1
"46100" 2015 1 4 17050 23
"46101" 2014 2 8 10407 29
"46102" 2013 1 1 11965 2
"46103" 2014 2 7 8528 5
"46104" 2013 2 9 10909 3
"46105" 2015 2 8 11057 68
"46106" 2015 2 9 60261 2
"46107" 2013 1 5 58433 50
"46108" 2014 3 10 11654 7
"46109" 2015 3 11 9865 442
"46110" 2013 1 2 36526 1
"46111" 2014 1 2 15198 2
"46112" 2014 2 9 9950 27
"46113" 2014 2 9 30116 4
"46114" 2015 3 10 14956 20
"46115" 2015 3 11 76251 33
"46116" 2014 1 2 52284 5
"46117" 2014 3 11 30218 98
"46118" 2014 3 10 74705 15
"46119" 2015 1 5 9769 406
"46120" 2014 3 10 12358 7
"46121" 2014 1 3 18348 2
"46122" 2015 1 2 6591 71
"46123" 2015 1 2 12333 10
"46124" 2013 2 9 13714 26
"46125" 2015 2 7 11923 55
"46126" 2014 2 8 58416 200
"46127" 2013 1 4 9195 640
"46128" 2014 1 3 8899 3
"46129" 2013 3 11 9216 3
"46130" 2013 1 4 52252 3
"46131" 2014 2 7 14559 1
"46132" 2015 1 3 11384 31
"46133" 2014 2 9 51802 2
"46134" 2015 2 9 19305 3
"46135" 2015 3 10 76496 4
"46136" 2013 3 10 18847 10
"46137" 2014 1 1 31653 2
"46138" 2013 1 2 15032 1
"46139" 2014 1 5 7576 29
"46140" 2015 3 11 36506 31
"46141" 2013 3 12 44889 1550
"46142" 2013 3 12 10783 4
"46143" 2013 3 11 12070 109
"46144" 2013 1 3 16599 8
"46145" 2015 2 7 58312 3
"46146" 2015 3 12 48950 4
"46147" 2014 2 7 48356 237
"46148" 2014 3 10 92438 1
"46149" 2015 1 3 31633 74
"46150" 2015 1 2 8895 30
"46151" 2014 3 11 53361 7
"46152" 2013 3 11 58021 10
"46153" 2015 3 11 12387 3
"46154" 2014 2 8 12820 4
"46155" 2013 1 5 9866 5439
"46156" 2014 1 4 39912 82
"46157" 2015 3 10 58305 338
"46158" 2014 1 1 12615 323
"46159" 2013 1 5 8137 9
"46160" 2014 3 10 15192 9
"46161" 2013 3 10 10082 2
"46162" 2013 1 2 12430 1
"46163" 2015 1 4 48139 12
"46164" 2014 1 5 49428 4
"46165" 2015 1 5 8558 18
"46166" 2014 1 3 11733 69
"46167" 2015 2 7 60144 1260
"46168" 2013 2 8 8240 5
"46169" 2014 2 7 10941 3
"46170" 2014 1 1 48244 2
"46171" 2014 1 1 15048 11
"46172" 2013 2 6 31801 0
"46173" 2013 3 11 44141 500
"46174" 2015 1 2 8692 22
"46175" 2013 2 9 11985 14
"46176" 2013 1 5 15007 5
"46177" 2014 2 9 12973 21
"46178" 2013 1 3 11060 91
"46179" 2015 3 10 7511 1
"46180" 2015 3 12 50473 106
"46181" 2013 3 10 30125 51
"46182" 2015 2 6 9340 23
"46183" 2015 2 9 30188 19
"46184" 2014 1 3 19762 6
"46185" 2013 2 7 11081 34
"46186" 2015 1 5 8166 48
"46187" 2014 3 10 10944 1
"46188" 2015 2 7 6579 70
"46189" 2015 1 5 31721 361
"46190" 2015 3 12 8103 90
"46191" 2013 2 8 12147 16
"46192" 2015 2 7 39978 56
"46193" 2015 1 4 8202 651
"46194" 2015 2 7 48242 1
"46195" 2013 3 10 9879 2
"46196" 2013 3 10 1223 11
"46197" 2013 3 12 8682 48
"46198" 2014 3 12 45877 250
"46199" 2013 2 9 10199 2
"46200" 2014 1 1 58374 17
"46201" 2015 2 7 52461 24
"46202" 2015 3 10 48235 114
"46203" 2013 3 10 12106 12
"46204" 2015 1 3 19619 25
"46205" 2013 3 11 9345 46
"46206" 2013 1 1 11255 101
"46207" 2014 2 7 60178 7
"46208" 2014 3 10 30091 2
"46209" 2014 1 5 58396 250
"46210" 2013 2 7 1721 4
"46211" 2013 1 4 11608 100
"46212" 2015 3 12 12743 3
"46213" 2015 1 1 9667 12
"46214" 2014 1 5 9408 4
"46215" 2014 3 11 9468 146
"46216" 2013 3 12 8997 6
"46217" 2013 2 6 52279 3
"46218" 2015 2 7 11110 3
"46219" 2015 2 8 50828 1
"46220" 2014 2 7 16600 89
"46221" 2013 2 8 31606 177
"46222" 2015 2 6 11066 56
"46223" 2013 1 3 35179 858
"46224" 2013 1 4 1117 1
"46225" 2013 1 3 48163 4
"46226" 2015 3 10 10820 18
"46227" 2014 1 5 51841 220
"46228" 2013 3 11 14958 9
"46229" 2014 2 7 11253 2
"46230" 2014 1 2 9745 25
"46231" 2015 1 2 48231 13
"46232" 2015 3 11 93360 5
"46233" 2014 2 7 31811 77
"46234" 2014 1 3 53141 4
"46235" 2015 1 2 76572 1
"46236" 2015 1 4 34342 70
"46237" 2014 3 10 39912 63
"46238" 2013 3 12 19462 221
"46239" 2015 1 1 8250 174
"46240" 2013 3 11 12044 5
"46241" 2013 1 4 58389 550
"46242" 2013 1 4 8800 3
"46243" 2014 1 5 78708 3
"46244" 2014 2 6 39945 1
"46245" 2014 1 5 9806 1
"46246" 2013 2 6 10954 3
"46247" 2014 1 4 11860 6
"46248" 2013 3 10 15020 1
"46249" 2014 2 7 8843 1478
"46250" 2013 2 6 4874 3
"46251" 2015 1 3 13399 12
"46252" 2013 2 8 44842 350
"46253" 2015 3 10 8504 1
"46254" 2014 2 9 19734 14
"46255" 2014 1 3 15328 1
"46256" 2013 3 11 10341 1
"46257" 2013 1 5 10859 18
"46258" 2015 1 4 9931 140
"46259" 2013 2 8 11941 36
"46260" 2013 2 8 50693 283
"46261" 2013 3 11 19704 -1
"46262" 2013 2 7 10374 2
"46263" 2014 2 6 9792 2
"46264" 2015 2 6 48902 6
"46265" 2014 3 10 58014 3
"46266" 2014 1 3 19765 60
"46267" 2014 3 12 30998 2
"46268" 2015 1 2 12336 18
"46269" 2013 2 8 18021 9
"46270" 2015 1 4 1441 16
"46271" 2014 1 1 17026 1
"46272" 2015 1 2 1450 1
"46273" 2014 2 9 8619 11
"46274" 2014 1 1 0 NA
"46275" 2015 1 4 31654 17
"46276" 2015 1 1 12578 4
"46277" 2013 1 1 8822 2
"46278" 2013 1 1 1162 1
"46279" 2015 2 8 9451 13
"46280" 2014 2 9 51805 10
"46281" 2013 1 3 8229 18
"46282" 2013 1 4 8093 15
"46283" 2015 1 3 11985 4
"46284" 2013 2 7 49017 6
"46285" 2014 1 3 10399 9
"46286" 2015 3 10 16980 35
"46287" 2013 1 1 41829 200
"46288" 2015 2 8 11260 16
"46289" 2013 3 10 1220 3
"46290" 2013 2 8 7507 11
"46291" 2013 3 11 12860 8
"46292" 2015 3 11 13801 11
"46293" 2013 3 11 11048 238
"46294" 2013 1 4 8694 1
"46295" 2013 1 5 41828 605
"46296" 2015 3 11 11989 1
"46297" 2015 2 7 16251 6
"46298" 2013 2 8 9760 8
"46299" 2014 1 4 11571 4
